i would like the flight from ci0 to ci1 that has the cheapest one way fare	( argmin $0 ( and ( flight $0 ) ( oneway $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) ( fare $0 ) )
how long doe it take to get from ci0 to ci1	( lambda $0 e ( exists $1 ( and ( to $1 ci1 ) ( from $1 ci0 ) ( = ( time_elapsed $1 ) $0 ) ) ) )
i'd like to see the flight from ci1 to ci0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
what is fare code fb0	fb0
show me all flight from ci0 to ci1 with a stop in ci2	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( stop $0 ci2 ) ) )
show me the flight from ci0 to ci1 that leav after ti0	( lambda $0 e ( and ( flight $0 ) ( > ( departure_time $0 ) ti0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
show me all flight arriv to ci0 from ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
find travel arrang for a round trip flight from ci0 to ci1 arriv after ti0	( lambda $0 e ( and ( flight $0 ) ( round_trip $0 ) ( > ( arrival_time $0 ) ti0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
all flight from ci1 to ci0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
all flight and fare from ci0 to ci1 round trip after ti0 less than do0	( lambda $0 e ( exists $1 ( and ( flight $0 ) ( > ( departure_time $0 ) ti0 ) ( < ( fare $0 ) do0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( = ( fare $0 ) $1 ) ) ) )
what flight are avail between ci0 and ci1 on mn0 dn0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) )
give me flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
show me the flight on al0 to ci0 in the morn	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( during_day $0 morning:pd ) ( to $0 ci0 ) ) )
pleas show me airlin with flight servic from ci0 to ci1 from ci1 to ci2 and from ci2 to ci0	( lambda $0 e ( and ( airline $0 ) ( and ( exists $1 ( and ( flight $1 ) ( from $1 ci0 ) ( to $1 ci1 ) ( airline $1 $0 ) ) ) ( exists $1 ( and ( flight $1 ) ( from $1 ci1 ) ( to $1 ci2 ) ( airline $1 $0 ) ) ) ( exists $1 ( and ( flight $1 ) ( from $1 ci2 ) ( to $1 ci0 ) ( airline $1 $0 ) ) ) ) ) )
what kind of airplan goe from ci1 to ci0 befor ti0	( lambda $0 e ( exists $1 ( and ( flight $1 ) ( < ( departure_time $1 ) ti0 ) ( from $1 ci1 ) ( to $1 ci0 ) ( = ( aircraft_code $1 ) $0 ) ) ) )
i would like to find the cheapest one way fare from ci0 to ci1	( min $0 ( exists $1 ( and ( oneway $1 ) ( from $1 ci0 ) ( to $1 ci1 ) ( = ( fare $1 ) $0 ) ) ) )
on mn0 dn0 i would like a flight from ci1 to ci0 in the earli am	( lambda $0 e ( and ( flight $0 ) ( during_day $0 early:pd ) ( during_day $0 morning:pd ) ( from $0 ci1 ) ( to $0 ci0 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) )
how mani fare code belong to economi class	( count $0 ( and ( fare_basis_code $0 ) ( economy $0 ) ) )
what flight go from ci0 to ci1 after ti0	( lambda $0 e ( and ( flight $0 ) ( > ( departure_time $0 ) ti0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
pleas show me flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
i need inform for ground transport ci0 colorado	( lambda $0 e ( and ( ground_transport $0 ) ( to_city $0 ci0 ) ) )
show me the itinerari for the connect flight from ci0 to ci1 that depart ci0 at ti0	( lambda $0 e ( and ( flight $0 ) ( departure_time $0 ti0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
i would like to know the type of ground transport from the ap0 airport to ci0	( lambda $0 e ( and ( ground_transport $0 ) ( to_city $0 ci0 ) ( from_airport $0 ap0 ) ) )
what are the flight from ci0 to ci1 on da0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
flight from ci1 to ci0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
show me all the flight to ci0 from ci1 or ci2 or ci3	( lambda $0 e ( and ( flight $0 ) ( or ( from $0 ci1 ) ( from $0 ci2 ) ( from $0 ci3 ) ) ( to $0 ci0 ) ) )
all right now i need a flight from ci1 to ci0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
i'd like to buy a coach class ticket from ci0 to ci1 with a stopov in ci2	( lambda $0 e ( and ( class_type $0 coach:cl ) ( from $0 ci0 ) ( to $0 ci1 ) ( stop $0 ci2 ) ) )
hi i'd like to fli from ci0 to ci1 and make a stop in ci2 along the way	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( stop $0 ci2 ) ) )
where doe al0 intern fli to	( lambda $0 e ( and ( exists $1 ( and ( flight $1 ) ( airline $1 al0 ) ( to $1 $0 ) ) ) ) )
i would like a flight from ci0 to ci1 depart at ti0	( lambda $0 e ( and ( flight $0 ) ( departure_time $0 ti0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
what the cheapest flight from ci1 to ci0 on da0	( argmin $0 ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ( day $0 da0 ) ) ( fare $0 ) )
okay can you tell me the flight cost between ci0 and ci1	( lambda $0 e ( exists $1 ( and ( from $1 ci0 ) ( to $1 ci1 ) ( = ( fare $1 ) $0 ) ) ) )
what flight are avail from ci1 to ci0 late dn0 or earli dn1	( lambda $0 e ( and ( flight $0 ) ( or ( and ( day_number $0 dn0 ) ( during_day $0 late:pd ) ) ( and ( during_day $0 early:pd ) ( day_number $0 dn1 ) ) ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
what are my choic of flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
al0 from ci0 pleas	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( from $0 ci0 ) ) )
tell me distanc from ap0 to the ci0 citi	( lambda $0 e ( and ( miles_distant $0 ) ( to_city $0 ci0 ) ( from_airport $0 ap0 ) ) )
show me round trip first class ticket from ci0 to ci1	( lambda $0 e ( and ( to $0 ci1 ) ( from $0 ci0 ) ( round_trip $0 ) ( class_type $0 first:cl ) ) )
ground transport ci0	( lambda $0 e ( and ( ground_transport $0 ) ( to_city $0 ci0 ) ) )
flight from ci0 to ci1 on al0	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
show me all flight from ci0 to ci1 on a da0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
i want to travel from ci0 to ci1 on da0 afternoon	( lambda $0 e ( and ( during_day $0 afternoon:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
i would like to make a reserv for a flight to ci0 from ci1 on this come da0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ( day $0 da0 ) ) )
yes on the al0 leav ci0 at ti0 arriv ci1 ti1 what type of equip is use on that flight	( lambda $0 e ( exists $1 ( and ( flight $1 ) ( airline $1 al0 ) ( departure_time $1 ti0 ) ( arrival_time $1 ti1 ) ( from $1 ci0 ) ( to $1 ci1 ) ( = ( aircraft_code $1 ) $0 ) ) ) )
what are the flight ci0 to ci1 on da0 morn	( lambda $0 e ( and ( flight $0 ) ( during_day $0 morning:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
list all flight on al0 which leav ci0 and arriv in ci1 depart on da0 after ti0	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( > ( departure_time $0 ) ti0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
show me the al0 flight from ci0 to ci1 leav on mn0 dn0	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) )
what are the afternoon flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( during_day $0 afternoon:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
i want da0 flight from ci1 to ci0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ( day $0 da0 ) ) )
i'd like to see the flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
i need a nonstop flight from ci0 to ci1 arriv between ti0 and ti1	( lambda $0 e ( and ( flight $0 ) ( nonstop $0 ) ( > ( arrival_time $0 ) ti0 ) ( < ( arrival_time $0 ) ti1 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
show me what flight are avail from ci0 to ci1 with economi fare	( lambda $0 e ( and ( flight $0 ) ( economy $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
what are the flight from ci0 to ci1 for tomorrow night or even	( lambda $0 e ( and ( flight $0 ) ( or ( during_day $0 evening:pd ) ( during_day $0 late:pd ) ) ( from $0 ci0 ) ( to $0 ci1 ) ( tomorrow $0 ) ) )
pleas list the flight time from ci0 to ci1	( lambda $0 e ( exists $1 ( and ( from $1 ci0 ) ( to $1 ci1 ) ( = ( departure_time $1 ) $0 ) ) ) )
list all flight on al0 leav ci0	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( from $0 ci0 ) ) )
what type of ground transport are avail in ci0	( lambda $0 e ( and ( ground_transport $0 ) ( to_city $0 ci0 ) ) )
i need inform on a flight from ci0 to ci2 that would stop in ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci2 ) ( stop $0 ci1 ) ) )
what are the round trip flight from ci1 to ci0	( lambda $0 e ( and ( flight $0 ) ( round_trip $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
doe ani airlin have an afternoon flight from ci0 to ci1	( lambda $0 e ( exists $1 ( and ( flight $1 ) ( during_day $1 afternoon:pd ) ( from $1 ci0 ) ( to $1 ci1 ) ( = ( airline:e $1 ) $0 ) ) ) )
show me the flight from ci0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ) )
where doe flight al0 fn0 from ci0 to ci1 stop	( lambda $0 e ( stop ( the $1 ( and ( flight $1 ) ( airline $1 al0 ) ( flight_number $1 fn0 ) ( from $1 ci0 ) ( to $1 ci1 ) ) ) $0 ) )
what are the afternoon flight leav from ci1 to ci0 on al0	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( during_day $0 afternoon:pd ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
i would like the least expens airfar flight on da0 to ci1 from ci0	( argmin $0 ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) ( fare $0 ) )
what flight are there from ci0 citi to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
show me the cheapest flight from ci0 to ci1	( argmin $0 ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) ( fare $0 ) )
what flight are avail on al0 from ci0 to ci1 on da0 morn	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( during_day $0 morning:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
show me flight from ci1 to ci0 on da0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ( day $0 da0 ) ) )
list all afternoon flight leav ci0 and arriv in ci1 on da0	( lambda $0 e ( and ( flight $0 ) ( during_day $0 afternoon:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
i need a flight from ci0 to ci1 on al0	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
show me the flight from ci0 to ci1 georgia	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
all flight from ci1 to ci0 on mn0 dn0 befor ti0	( lambda $0 e ( and ( flight $0 ) ( < ( departure_time $0 ) ti0 ) ( from $0 ci1 ) ( to $0 ci0 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) )
i'd like to fli al0 between ci0 and ci1	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
what flight are there from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
i'd like to know the ground travel avail in ci0	( lambda $0 e ( and ( ground_transport $0 ) ( to_city $0 ci0 ) ) )
show me all ground transport in ci0	( lambda $0 e ( and ( ground_transport $0 ) ( to_city $0 ci0 ) ) )
morn flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( during_day $0 morning:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
what is the earliest breakfast flight from ci1 to ci0	( argmin $0 ( and ( flight $0 ) ( meal $0 breakfast:me ) ( from $0 ci1 ) ( to $0 ci0 ) ) ( departure_time $0 ) )
afternoon flight from ci1 to ci0 pleas that leav in the afternoon	( lambda $0 e ( and ( flight $0 ) ( during_day $0 afternoon:pd ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
what the airport at ci0	( lambda $0 e ( and ( airport $0 ) ( loc:t $0 ci0 ) ) )
show me all the inform about the flight from ci0 to ci1 which is list al0 fn0 / al0 fn1	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( or ( flight_number $0 fn0 ) ( flight_number $0 fn1 ) ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
flight from ci0 to ci1 ti0 o'clock pm daili	( lambda $0 e ( and ( flight $0 ) ( daily $0 ) ( departure_time $0 ti0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
i want to fli ci0 to ci1 on mn0 dn0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) )
can i rent a car in ci0 too	( lambda $0 e ( and ( rental_car $0 ) ( to_city $0 ci0 ) ) )
pleas list the flight from ci0 to ci1 on a da0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
can you give me inform on all the flight from ci0 no from ci1 to ci0 on da0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci1 ) ( not ( from $0 ci0 ) ) ( to $0 ci0 ) ( day $0 da0 ) ) )
show me the flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
i need the cheapest direct flight from ci0 to ci1 leav on mn0 dn0	( argmin $0 ( and ( flight $0 ) ( nonstop $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) ( fare $0 ) )
pleas list all airlin flight between ci0 and ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
i want to travel from ci0 to ci1 on a da0	( lambda $0 e ( and ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
what is the earliest flight leav ci0 on mn0 dn0 to ci1 on mn0 dn0	( argmin $0 ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) ( departure_time $0 ) )
show ground transport in ci0	( lambda $0 e ( and ( ground_transport $0 ) ( to_city $0 ci0 ) ) )
is al0 al0	( = al0 ( abbrev usair:al ) )
what ground transport is avail in ci0	( lambda $0 e ( and ( ground_transport $0 ) ( to_city $0 ci0 ) ) )
what flight do you have from ci0 new jersey to ci1 california that connect in ci2	( lambda $0 e ( and ( stop $0 ci2 ) ( flight $0 ) ( to $0 ci1 ) ( from $0 ci0 ) ) )
i am interest in a flight from ci0 to ci1 the flight should be al0 and leav in the afternoon i need to know the aircraft and flight number	( lambda $0 e ( exists $1 ( exists $2 ( and ( flight $2 ) ( airline $2 al0 ) ( during_day $2 afternoon:pd ) ( from $2 ci0 ) ( to $2 ci1 ) ( = ( aircraft_code $2 ) $0 ) ( = ( flight_number $2 ) $1 ) ) ) ) )
what flight from ci1 to ci0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
what is first class fare from ci0 to ci1	( lambda $0 e ( exists $1 ( and ( class_type $1 first:cl ) ( from $1 ci0 ) ( to $1 ci1 ) ( = ( fare $1 ) $0 ) ) ) )
give me flight without fare from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
i want the flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
what is the earliest flight between ci0 and ci1	( argmin $0 ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) ( departure_time $0 ) )
okay and on mn0 dn0 i would like to go from ci0 to ci1 leav earli in the morn around ti0	( lambda $0 e ( and ( from $0 ci0 ) ( approx_departure_time $0 ti0 ) ( during_day $0 morning:pd ) ( during_day $0 early:pd ) ( to $0 ci1 ) ( month $0 mn0 ) ( day_number $0 dn0 ) ) )
what flight doe al0 have from ci0 to ci1 after ti0 o'clock	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( > ( departure_time $0 ) ti0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
what is the latest flight from ci0 to ci1	( argmax $0 ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) ( departure_time $0 ) )
show me the latest flight from ci0 to ci1	( argmax $0 ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) ( departure_time $0 ) )
now get me from ci0 to ci1	( lambda $0 e ( and ( from $0 ci0 ) ( to $0 ci1 ) ) )
doe al0 stand for al0	( = al0 ( abbrev delta:al ) )
show me the airlin for flight to or from ap0	( lambda $0 e ( and ( airline $0 ) ( exists $1 ( and ( flight $1 ) ( or ( from $1 ap0 ) ( to $1 ap0 ) ) ( airline $1 $0 ) ) ) ) )
list all the flight that arriv at ap0	( lambda $0 e ( and ( flight $0 ) ( to $0 ap0 ) ) )
list all flight go from ci0 to ci1 befor ti0 o'clock am on da0	( lambda $0 e ( and ( flight $0 ) ( < ( departure_time $0 ) ti0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
i'd like to fli from ci1 to ci0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
pleas show me al0 from ci0 to ci1 on da0	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
show afternoon flight from ci1 to ci0	( lambda $0 e ( and ( flight $0 ) ( during_day $0 afternoon:pd ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
what flight leav ci1 and arriv in ci0 after ti0 on da0	( lambda $0 e ( and ( flight $0 ) ( > ( arrival_time $0 ) ti0 ) ( from $0 ci1 ) ( to $0 ci0 ) ( day_arrival $0 da0 ) ) )
which airlin fli from ci1 to ci0 and have a stopov in ci2	( lambda $0 e ( exists $1 ( and ( flight $1 ) ( from $1 ci1 ) ( to $1 ci0 ) ( stop $1 ci2 ) ( = ( airline:e $1 ) $0 ) ) ) )
what flight are there between ci1 and ci0 which are nonstop and arriv after ti0 and befor ti1	( lambda $0 e ( and ( flight $0 ) ( nonstop $0 ) ( > ( arrival_time $0 ) ti0 ) ( < ( arrival_time $0 ) ti1 ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
how long doe it take to fli from ci0 to ci1	( lambda $0 e ( exists $1 ( and ( flight $1 ) ( from $1 ci0 ) ( to $1 ci1 ) ( = ( time_elapsed $1 ) $0 ) ) ) )
show me round trip fare from ci0 to ci1	( lambda $0 e ( exists $1 ( and ( round_trip $1 ) ( from $1 ci0 ) ( to $1 ci1 ) ( = ( fare $1 ) $0 ) ) ) )
show me the flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
on mn0 dn0 what flight are avail between ci0 and ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) )
i need a flight from ci0 to ci1 north carolina next da0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
pleas list ani flight avail leav ci0 california da0 arriv ci1 da1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ( day_arrival $0 da1 ) ) )
i need to make a trip start in ci0 go to ci1 ci2 ci3 and back to ci0	( lambda $0 e ( exists $1 ( lambda $2 e ( lambda $3 e ( and ( flight $0 ) ( flight $1 ) ( flight $2 ) ( flight $3 ) ( from $0 ci0 ) ( to $0 ci1 ) ( from $1 ci1 ) ( to $1 ci2 ) ( from $2 ci2 ) ( to $2 ci3 ) ( from $3 ci3 ) ( to $3 ci0 ) ) ) ) ) )
flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
what doe rc0 mean	rc0
show me all the al0 from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
i would like to fli from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
what kind of ground transport is avail in ci0	( lambda $0 e ( and ( ground_transport $0 ) ( to_city $0 ci0 ) ) )
list number of peopl that can be carri on each type of plane that fli between ci0 and ci1	( lambda $0 e ( exists $1 ( and ( aircraft $1 ) ( exists $2 ( flight $2 ) ) ) ) )
flight from ci0 ci1 and ci2 to ci3 where the round trip fare for each is less than do0	( lambda $0 e ( and ( flight $0 ) ( < ( fare $0 ) do0 ) ( or ( from $0 ci0 ) ( from $0 ci1 ) ( from $0 ci2 ) ) ( to $0 ci3 ) ) )
what type of aircraft leav from ci1 to ci0 befor ti0	( lambda $0 e ( exists $1 ( and ( < ( departure_time $1 ) ti0 ) ( from $1 ci1 ) ( to $1 ci0 ) ( = ( aircraft_code $1 ) $0 ) ) ) )
show me the flight on al0 from ci0 to ci1 on the even of mn0 dn0	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ( during_day $0 evening:pd ) ) )
which flight are between ci0 and ci1 washington	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
list the flight from ci0 to ci1 on al0	( lambda $0 e ( and ( flight $0 ) ( airline $0 al0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
i would like to find the least expens flight from ci0 to ci1	( argmin $0 ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) ( fare $0 ) )
show all flight with first class from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( class_type $0 first:cl ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
i'd like to find the cheapest flight from ci1 to ci0	( argmin $0 ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ) ( fare $0 ) )
ci0 to ci1	( lambda $0 e ( and ( from $0 ci0 ) ( to $0 ci1 ) ) )
are there ani flight next da0 morn from ci1 to ci0	( lambda $0 e ( and ( flight $0 ) ( during_day $0 morning:pd ) ( from $0 ci1 ) ( to $0 ci0 ) ( day $0 da0 ) ) )
flight from ci0 to ci1 arriv between ti0 and ti1	( lambda $0 e ( and ( flight $0 ) ( > ( arrival_time $0 ) ti0 ) ( < ( arrival_time $0 ) ti1 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
are there ani flight from ci0 to ci1 on da0 on al0	( lambda $0 e ( and ( airline $0 al0 ) ( day $0 da0 ) ( to $0 ci1 ) ( from $0 ci0 ) ( flight $0 ) ) )
nonstop flight ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( nonstop $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
what flight from ci0 to ci1	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ) )
i would like to know flight on mn0 dn0 from ci0 to ci1 after ti0 pleas	( lambda $0 e ( and ( flight $0 ) ( > ( departure_time $0 ) ti0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day_number $0 dn0 ) ( month $0 mn0 ) ) )
flight from ci1 to ci0 in the afternoon	( lambda $0 e ( and ( flight $0 ) ( during_day $0 afternoon:pd ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
show me all flight arriv at ap0 from other airport	( lambda $0 e ( and ( flight $0 ) ( to $0 ap0 ) ( exists $1 ( and ( airport $1 ) ( from $0 $1 ) ) ) ) )
what is first flight that travel from ci0 to ci1 that serv lunch	( argmin $0 ( and ( flight $0 ) ( meal $0 lunch:me ) ( from $0 ci0 ) ( to $0 ci1 ) ) ( departure_time $0 ) )
list the flight arriv in ci0 from ci1 on mn0 dn0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ( month_arrival $0 mn0 ) ( day_number_arrival $0 dn0 ) ) )
what ground transport can i take into ci0	( lambda $0 e ( and ( ground_transport $0 ) ( to_city $0 ci0 ) ) )
what flight leav ap0 for ci0 and arriv ti0	( lambda $0 e ( and ( flight $0 ) ( arrival_time $0 ti0 ) ( from $0 ap0 ) ( to $0 ci0 ) ) )
how about flight from ci0 to ci1 on da0 morn	( lambda $0 e ( and ( flight $0 ) ( during_day $0 morning:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
flight from ci0 to ci1 on da0 even	( lambda $0 e ( and ( flight $0 ) ( during_day $0 evening:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
show me flight ci0 to ci1 on da0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
what flight can i find from ci1 to ci0 after ti0	( lambda $0 e ( and ( flight $0 ) ( > ( departure_time $0 ) ti0 ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
show me the flight from ci1 to ci0	( lambda $0 e ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ) )
what airlin fli from ci0 to ci1	( lambda $0 e ( exists $1 ( and ( flight $1 ) ( from $1 ci0 ) ( to $1 ci1 ) ( = ( airline:e $1 ) $0 ) ) ) )
show me flight from ci0 to ci1 on da0 afternoon	( lambda $0 e ( and ( flight $0 ) ( during_day $0 afternoon:pd ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
tell me about flight leav from ci0 and go to ci1 north carolina next da0 i need to know about flight that arriv in ci1 between ti0 and ti1	( lambda $0 e ( and ( flight $0 ) ( > ( arrival_time $0 ) ti0 ) ( < ( arrival_time $0 ) ti1 ) ( from $0 ci0 ) ( to $0 ci1 ) ( day $0 da0 ) ) )
show me the earliest flight from ci1 to ci0	( argmin $0 ( and ( flight $0 ) ( from $0 ci1 ) ( to $0 ci0 ) ) ( departure_time $0 ) )
